ietf_node,tapi_node,similarity
/networks/network/node/te/information-source-entry/connectivity-matrices/connectivity-matrix/path-properties/path-route-objects/path-route-object/type/unnumbered-link-hop/node-id,/context/notification-context/event-notification/path-computation-service/topology-constraint/include-topology,0.36367191971420076
/networks/network/node/te/information-source-entry/connectivity-matrices/connectivity-matrix/path-properties/path-route-objects/path-route-object/type/numbered-node-hop/node-id,/context/notification-context/event-notification/path-computation-service/topology-constraint/include-topology,0.36367191971420076
/networks/network/node/te/tunnel-termination-point/local-link-connectivities/local-link-connectivity/optimizations/algorithm/optimization-metric/explicit-route-include-objects/route-object-include-object/type/unnumbered-link-hop/node-id,/context/notification-context/event-notification/path-computation-service/topology-constraint/include-topology,0.36367191971420076
/networks/network/node/te/tunnel-termination-point/local-link-connectivities/local-link-connectivity/underlay/primary-path/path-element/type/unnumbered-link-hop/node-id,/context/notification-context/event-notification/path-computation-service/topology-constraint/include-topology,0.36367191971420076
/networks/network/node/te/information-source-entry/connectivity-matrices/underlay/backup-path/path-element/type/unnumbered-link-hop/node-id,/context/notification-context/event-notification/path-computation-service/topology-constraint/include-topology,0.36367191971420076
/networks/network/node/te/tunnel-termination-point/local-link-connectivities/optimizations/algorithm/optimization-metric/explicit-route-include-objects/route-object-include-object/type/unnumbered-link-hop/node-id,/context/notification-context/event-notification/path-computation-service/topology-constraint/include-topology,0.36367191971420076
/networks/network/node/te/tunnel-termination-point/local-link-connectivities/optimizations/algorithm/optimization-metric/explicit-route-include-objects/route-object-include-object/type/numbered-node-hop/node-id,/context/notification-context/event-notification/path-computation-service/topology-constraint/include-topology,0.36367191971420076
/networks/network/node/te/tunnel-termination-point/local-link-connectivities/local-link-connectivity/optimizations/algorithm/optimization-metric/explicit-route-include-objects/route-object-include-object/type/numbered-node-hop/node-id,/context/notification-context/event-notification/path-computation-service/topology-constraint/include-topology,0.36367191971420076
/networks/network/node/te/tunnel-termination-point/local-link-connectivities/underlay/primary-path/path-element/type/numbered-node-hop/node-id,/context/notification-context/event-notification/path-computation-service/topology-constraint/include-topology,0.36367191971420076
/networks/network/node/te/tunnel-termination-point/local-link-connectivities/optimizations/algorithm/optimization-metric/explicit-route-exclude-objects/route-object-exclude-object/type/numbered-node-hop/node-id,/context/notification-context/event-notification/path-computation-service/topology-constraint/include-topology,0.36367191971420076
/networks/network/node/te/information-source-entry/connectivity-matrices/underlay/primary-path/path-element/type/unnumbered-link-hop/node-id,/context/notification-context/event-notification/path-computation-service/topology-constraint/include-topology,0.36367191971420076
/networks/network/node/te/tunnel-termination-point/local-link-connectivities/local-link-connectivity/underlay/primary-path/path-element/type/numbered-node-hop/node-id,/context/notification-context/event-notification/path-computation-service/topology-constraint/include-topology,0.36367191971420076
/networks/network/node/te/information-source-entry/connectivity-matrices/underlay/primary-path/path-element/type/numbered-node-hop/node-id,/context/notification-context/event-notification/path-computation-service/topology-constraint/include-topology,0.36367191971420076
/networks/network/node/te/information-source-entry/connectivity-matrices/connectivity-matrix/optimizations/algorithm/optimization-metric/explicit-route-exclude-objects/route-object-exclude-object/type/unnumbered-link-hop/node-id,/context/notification-context/event-notification/path-computation-service/topology-constraint/include-topology,0.36367191971420076
/networks/network/node/te/information-source-entry/connectivity-matrices/path-properties/path-route-objects/path-route-object/type/unnumbered-link-hop/node-id,/context/notification-context/event-notification/path-computation-service/topology-constraint/include-topology,0.36367191971420076
/networks/network/node/te/tunnel-termination-point/local-link-connectivities/local-link-connectivity/underlay/backup-path/path-element/type/numbered-node-hop/node-id,/context/notification-context/event-notification/path-computation-service/topology-constraint/include-topology,0.36367191971420076
/networks/network/node/te/information-source-entry/connectivity-matrices/connectivity-matrix/underlay/primary-path/path-element/type/unnumbered-link-hop/node-id,/context/notification-context/event-notification/path-computation-service/topology-constraint/include-topology,0.36367191971420076
/networks/network/node/te/tunnel-termination-point/local-link-connectivities/path-properties/path-route-objects/path-route-object/type/unnumbered-link-hop/node-id,/context/notification-context/event-notification/path-computation-service/topology-constraint/include-topology,0.36367191971420076
/networks/network/node/te/information-source-entry/connectivity-matrices/connectivity-matrix/optimizations/algorithm/optimization-metric/explicit-route-exclude-objects/route-object-exclude-object/type/numbered-node-hop/node-id,/context/notification-context/event-notification/path-computation-service/topology-constraint/include-topology,0.36367191971420076
/networks/network/node/te/information-source-entry/connectivity-matrices/connectivity-matrix/underlay/backup-path/path-element/type/numbered-node-hop/node-id,/context/notification-context/event-notification/path-computation-service/topology-constraint/include-topology,0.36367191971420076
/networks/network/node/te/information-source-entry/connectivity-matrices/connectivity-matrix/underlay/backup-path/path-element/type/unnumbered-link-hop/node-id,/context/notification-context/event-notification/path-computation-service/topology-constraint/include-topology,0.36367191971420076
/networks/network/node/te/tunnel-termination-point/local-link-connectivities/path-properties/path-route-objects/path-route-object/type/numbered-node-hop/node-id,/context/notification-context/event-notification/path-computation-service/topology-constraint/include-topology,0.36367191971420076
/networks/network/node/te/information-source-entry/connectivity-matrices/optimizations/algorithm/optimization-metric/explicit-route-include-objects/route-object-include-object/type/unnumbered-link-hop/node-id,/context/notification-context/event-notification/path-computation-service/topology-constraint/include-topology,0.36367191971420076
/networks/network/node/te/tunnel-termination-point/local-link-connectivities/underlay/backup-path/path-element/type/numbered-node-hop/node-id,/context/notification-context/event-notification/path-computation-service/topology-constraint/include-topology,0.36367191971420076
/networks/network/node/te/tunnel-termination-point/local-link-connectivities/local-link-connectivity/optimizations/algorithm/optimization-metric/explicit-route-exclude-objects/route-object-exclude-object/type/numbered-node-hop/node-id,/context/notification-context/event-notification/path-computation-service/topology-constraint/include-topology,0.36367191971420076
/networks/network/node/te/information-source-entry/connectivity-matrices/path-properties/path-route-objects/path-route-object/type/numbered-node-hop/node-id,/context/notification-context/event-notification/path-computation-service/topology-constraint/include-topology,0.36367191971420076
/networks/network/node/te/information-source-entry/connectivity-matrices/connectivity-matrix/underlay/primary-path/path-element/type/numbered-node-hop/node-id,/context/notification-context/event-notification/path-computation-service/topology-constraint/include-topology,0.36367191971420076
/networks/network/node/te/information-source-entry/connectivity-matrices/connectivity-matrix/optimizations/algorithm/optimization-metric/explicit-route-include-objects/route-object-include-object/type/numbered-node-hop/node-id,/context/notification-context/event-notification/path-computation-service/topology-constraint/include-topology,0.36367191971420076
